Week,CODIGO_VENDEDOR,CODIGO_PRODUCTO,CANTIDAD,PRECIO
27,08,7804620834914,1,"1084,033613"
27,08,7793640216520,1,"4193,277311"
27,08,7800018110196,1,"2512,605042"
27,11,7800063110547,1,"1924,369748"
27,11,7800007771353,1,"840,3361345"
27,08,7804650881667,1,"831,9327731"
27,08,7800068010477,1,"4697,478992"
27,11,7800007173881,1,"831,9327731"
27,11,7800007172808,1,"1336,134454"
27,04,7800063116631,1,"2176,470588"
27,08,7891317004729,1,"3352,941176"
27,11,7800046000797,1,"2512,605042"
27,11,7800044002052,1,"2008,403361"
27,08,7804614931445,1,"3100,840336"
27,11,7800007713667,1,"10915,96639"
27,11,7804650880936,1,"1672,268908"
27,11,7800004003266,2,"420,1680672"
27,11,7800004399567,2,"420,1680672"
27,08,650240035234,1,"11756,30252"
27,11,6970438301038,4,"210,0840336"
27,08,7801000001348,1,"1672,268908"
27,11,7804620833467,1,"1336,134454"
27,08,7800008780767,1,"5873,94958"
27,08,7804650881216,1,"5873,94958"
27,08,7809591401806,1,"5873,94958"
27,08,7800038041210,1,"1084,033613"
27,08,7800007771353,1,"840,3361345"
27,11,010742206011,1,"2764,705882"
27,11,010742206011,1,"2764,705882"
27,11,7798140259459,1,"6294,117647"
27,11,4005808229130,1,"4613,445378"
27,11,7501035907577,1,"2176,470588"
27,11,7800004004232,1,"2512,605042"
27,11,7800004004232,1,"2512,605042"
27,08,7800042803750,1,"15117,64706"
27,08,7800007771353,1,"840,3361345"
27,08,7800007409249,1,"1084,033613"
27,08,7800004003037,1,"3352,941176"
27,11,7800023226479,1,"5453,781513"
27,11,310742037708,1,"1672,268908"
27,11,7800063310862,1,"1420,168067"
27,11,7800060110496,1,"4193,277311"
27,11,7800007802712,1,"2058,823529"
27,11,7800026547861,1,"11756,30252"
27,08,7800018112176,1,"1672,268908"
27,11,3664798040579,1,"4025,210084"
27,08,7800007801555,1,"1672,268908"
27,08,7800050002602,1,"3184,87395"
27,08,7803501001827,1,"1672,268908"
27,08,7806130007772,1,"420,1680672"
27,08,9002490214852,1,"1260,504202"
27,11,071603002180,1,"3605,042017"
27,11,7800007172808,1,"1336,134454"
27,11,7501059232877,1,"10915,96639"
27,11,3664798040579,1,"4025,210084"
27,11,7800004399536,1,"420,1680672"
27,11,7800004399567,3,"420,1680672"
27,11,7805750004291,1,"5453,781513"
27,11,7800007771353,2,"840,3361345"
27,08,7804673040065,1,"1672,268908"
27,08,7804673040065,1,"1672,268908"
27,11,7805100001956,4,"420,1680672"
27,11,7804614931421,1,"4613,445378"
27,11,7804650880936,1,"1672,268908"
27,11,7806130200692,1,"378,1512605"
27,11,7806130200692,1,"378,1512605"
27,11,7806130200692,1,"378,1512605"
27,11,7800061001205,1,"5033,613445"
27,11,071603002180,1,"3605,042017"
27,11,071603032910,1,"4193,277311"
27,11,7800020173615,1,"3352,941176"
27,08,7800008000834,1,"8394,957983"
27,11,7804620833467,1,"1336,134454"
27,08,7800060015661,1,"3941,176471"
27,11,7804650880936,1,"1672,268908"
27,08,7800060009684,1,"3941,176471"
27,11,7804620833795,1,"1672,268908"
27,11,7800046004733,1,"2344,537815"
27,11,7800046004733,1,"2344,537815"
27,08,7800007679895,1,"1084,033613"
27,08,7800007679895,1,"1084,033613"
27,08,7800007771353,1,"840,3361345"
27,08,7800007771353,1,"840,3361345"
27,11,78026520,1,1000
27,11,7800018156477,1,"840,3361345"
27,11,7800023226608,1,"4781,512605"
27,11,7800004004232,1,"2512,605042"
27,11,8033087660012,1,"11756,30252"
27,11,7804614930455,1,"2764,705882"
27,08,7804650880936,1,"1672,268908"
27,08,7800018125121,1,"1504,201681"
27,08,7800007649126,1,"831,9327731"
27,11,7804620832866,1,"3773,109244"
27,11,7800018132242,1,"1344,537815"
27,11,7800007746320,1,"1252,10084"
27,08,7800007679895,1,"1084,033613"
27,08,7800007679895,1,"1084,033613"
27,08,7800004004386,1,"1504,201681"
27,08,7800007771353,1,"840,3361345"
27,11,7800007771353,1,"840,3361345"
27,11,7800007803801,1,"2512,605042"
27,08,7804676070021,1,"1672,268908"
27,11,4005808307326,1,"2092,436975"
27,11,7804673040058,1,"2512,605042"
27,11,7804918500385,1,"2512,605042"
27,11,7804918450017,1,"2260,504202"
27,11,7506309862095,1,"3352,941176"
27,11,7801610220108,1,"504,2016807"
27,08,7800060110496,1,"4193,277311"
27,08,7800063330068,1,"3352,941176"
27,08,7803319005635,1,"1672,268908"
27,11,7801000001348,1,"1672,268908"
27,11,7805750110435,1,"4193,277311"
27,08,7800068010071,1,"5873,94958"
27,11,7800063311272,1,"831,9327731"
27,11,3664798040579,1,"4025,210084"
27,11,7804640561203,1,"1336,134454"
27,08,7800018125121,1,"1504,201681"
27,11,7800046001299,1,"2092,436975"
27,11,7800004399567,1,"420,1680672"
27,11,7891317131821,1,"10915,96639"
27,11,7800050003180,1,"4193,277311"
27,11,7800060146723,1,"9235,294118"
27,09,7800020162138,1,"10075,63025"
27,09,7804620832170,1,"420,1680672"
27,09,7804620832170,1,"420,1680672"
27,09,5099864006162,2,"11756,30252"
27,09,7613031769551,1,"5873,94958"
27,11,4027269969899,1,"8394,957983"
27,09,7800055907810,1,"19067,22689"
27,11,7800060009684,1,"3941,176471"
27,11,7801610005194,1,"630,2521008"
27,11,7800008780767,1,"5873,94958"
27,11,7791293041179,1,"2512,605042"
27,11,7702031318453,1,"3352,941176"
27,11,7800018110196,1,"2512,605042"
27,09,7800004003037,1,"3352,941176"
27,09,7800004399567,2,"420,1680672"
27,09,7800018156477,1,"840,3361345"
27,09,7800018156477,1,"840,3361345"
27,09,7800004507825,1,"1252,10084"
27,11,7800026017319,1,"10915,96639"
27,11,7800059003044,1,"12596,63866"
27,11,7800034507567,3,"1420,168067"
27,11,7800059005840,1,"5453,781513"
27,09,7804614931643,1,"1420,168067"
27,09,7806500960911,1,"1252,10084"
27,09,7800004251247,1,"3773,109244"
27,09,7501072325273,1,"3857,142857"
27,09,7801620009250,1,"1260,504202"
27,09,7800060110496,1,"4193,277311"
27,09,7800060005723,1,"2092,436975"
27,09,7506309862095,1,"3352,941176"
27,11,7805633013891,1,"831,9327731"
27,11,7806130006980,1,"4193,277311"
27,11,7800026029398,1,"5873,94958"
27,09,7800008780767,1,"5873,94958"
27,09,7804651931927,1,"2512,605042"
27,09,7804620833184,1,"840,3361345"
27,09,7800060130647,1,"1504,201681"
27,09,7800063310862,1,"1420,168067"
27,09,7805750004291,1,"5453,781513"
27,03,7800044001994,1,"1252,10084"
27,03,650240030659,1,"2008,403361"
27,03,8780201198622,1,"6378,151261"
27,08,7800004399536,1,"420,1680672"
27,08,7800004399536,1,"420,1680672"
27,03,7804620833504,1,"1252,10084"
27,03,7800007142658,1,"1084,033613"
27,03,7804614931728,1,"7386,554622"
27,03,7804614931728,1,"7386,554622"
27,09,7800059005840,1,"5453,781513"
27,03,7800020187506,1,"6714,285714"
27,09,7800008780767,1,"5873,94958"
27,09,7800007409249,1,"1084,033613"
27,09,7800007409249,1,"1084,033613"
27,09,7800007771278,1,"663,8655462"
27,09,7800007409249,1,"1084,033613"
27,08,7800007698414,1,"840,3361345"
27,09,010742206011,1,"2764,705882"
27,08,7800018163338,2,"420,1680672"
27,09,4987188509067,1,"2176,470588"
27,03,7800007175076,3,"5033,613445"
27,03,7800026547861,1,"11756,30252"
27,03,7804918402054,1,"1672,268908"
27,03,7800060110496,1,"4193,277311"
27,09,7800004003297,3,"420,1680672"
27,09,7800004399567,3,"420,1680672"
27,09,7800063311272,2,"831,9327731"
27,09,7800018156477,1,"840,3361345"
27,08,7800007679895,1,"1084,033613"
27,08,7800007771353,1,"840,3361345"
27,03,7800007173881,5,"831,9327731"
27,03,650240033865,2,"6714,285714"
27,09,7800018132242,1,"1344,537815"
27,09,7800018132242,1,"1344,537815"
27,08,7804947004496,1,"1672,268908"
27,09,7800018156477,1,"840,3361345"
27,03,7800068030147,1,"1672,268908"
27,03,7800008780767,1,"5873,94958"
27,03,7800008780767,1,"5873,94958"
27,03,7804650884392,1,"3352,941176"
27,09,7804620834648,1,"1672,268908"
27,03,300651431308,1,"15957,98319"
27,08,7794640170881,3,"252,1008403"
27,03,7800018132242,1,"1344,537815"
27,03,7804653720512,1,"31924,36975"
27,08,7800007479297,1,"7554,621849"
27,08,7804673040225,1,"831,9327731"
27,03,7804640561685,1,"2092,436975"
27,13,7800050003241,1,"3100,840336"
27,08,7702136642286,1,"3352,941176"
27,03,7800008780743,1,"3352,941176"
27,08,7800041043928,1,"3352,941176"
27,13,7591066721020,1,"840,3361345"
27,08,7804650885085,1,"8394,957983"
27,03,7798032937434,1,"2512,605042"
27,03,7804918402054,1,"1672,268908"
27,08,7891317004781,1,"12596,63866"
27,08,7800029002480,1,"14277,31092"
27,08,7800007339799,1,"20159,66387"
27,13,7800004399567,2,"420,1680672"
27,13,7800004399536,1,"420,1680672"
27,13,7800004003266,1,"420,1680672"
27,09,7800004507825,1,"1252,10084"
27,09,7702027435607,1,"1924,369748"
27,09,7800007746832,1,"5705,882353"
27,09,4005900797209,1,"7554,621849"
27,09,7804614931438,1,"2344,537815"
27,09,9002490221010,1,"1672,268908"
27,09,7800008020023,1,"2176,470588"
27,09,4051892002296,1,"12596,63866"
27,09,7800063111445,1,"1672,268908"
27,09,7800026025499,1,"11168,06723"
27,03,7794640171734,1,"5033,613445"
27,08,7804620834693,1,"2512,605042"
27,09,7800063311272,1,"831,9327731"
27,09,7800063311272,1,"831,9327731"
27,09,7800008780767,1,"5873,94958"
27,09,7791293030883,1,"1924,369748"
27,09,7702018880409,1,"840,3361345"
27,09,7804614931421,1,"4613,445378"
27,09,7800018156477,4,"840,3361345"
27,09,7800007771353,4,"840,3361345"
27,09,3664798040678,1,"6714,285714"
27,09,7800046000803,1,"2512,605042"
27,09,7800007794994,1,"2932,773109"
27,09,7702031927488,1,"4193,277311"
27,09,000002901107,1,"2512,605042"
27,09,7800028210602,1,"3352,941176"
27,09,7798140252313,1,"5873,94958"
27,09,7896116865861,1,"12596,63866"
27,09,7805070971341,1,"5873,94958"
27,09,7800007409911,2,"2512,605042"
27,09,7804656600415,1,"10075,63025"
27,09,7501159033312,1,"2260,504202"
27,09,7501058644091,1,"13436,97479"
27,09,7800060110496,1,"4193,277311"
27,09,7804614931193,1,"2512,605042"
27,09,7800007659354,1,"1084,033613"
27,09,4005900764546,1,"2092,436975"
27,09,7800004003037,1,"3352,941176"
27,09,3664798040579,1,"4025,210084"
27,09,7800034514381,1,"1420,168067"
27,09,7800038048042,1,"8394,957983"
27,09,7800046000803,1,"2512,605042"
27,09,7501058644107,1,"16798,31933"
27,09,7800041043850,1,"2932,773109"
27,09,7800004399567,2,"420,1680672"
27,09,7502253072559,1,"5537,815126"
27,09,7800004399536,2,"420,1680672"
27,09,7800004002160,1,"2092,436975"
27,09,7800004399567,1,"420,1680672"
27,09,7804918500569,1,"3773,109244"
27,09,7800046001299,1,"2092,436975"
27,09,7800004399567,1,"420,1680672"
27,09,7800060110496,1,"4193,277311"
27,09,7800060009684,1,"3941,176471"
27,09,7800046004641,1,"3352,941176"
27,03,7800008780767,1,"5873,94958"
27,03,7800004399536,1,"420,1680672"
27,03,7800004399567,1,"420,1680672"
27,09,8780202111118,1,"8394,957983"
27,09,7800004399567,1,"420,1680672"
27,09,7800004399567,1,"420,1680672"
27,09,7800004500314,1,"1050,420168"
27,03,7800007124326,1,"420,1680672"
27,08,7800038044808,1,"3352,941176"
27,08,7800028002863,1,"9235,294118"
27,09,7800007649126,1,"831,9327731"
27,09,3664798040579,1,"4025,210084"
27,09,7800018125121,1,"1504,201681"
27,09,7798140251583,1,"6714,285714"
27,08,300100243,1,"420,1680672"
27,09,7800018110196,1,"2512,605042"
27,03,7800008011588,1,"7554,621849"
27,03,7800007124326,1,"420,1680672"
27,03,7800007124326,1,"420,1680672"
27,03,7501007457116,1,"1672,268908"
27,08,300100307,1,"2050,420168"
27,03,7803504404106,1,"2344,537815"
27,09,7800063330068,1,"3352,941176"
27,09,7805633013891,1,"831,9327731"
27,09,7800063120935,1,"2092,436975"
27,09,7800060110496,1,"4193,277311"
27,08,7806500799498,1,"3352,941176"
27,09,7800060005723,1,"2092,436975"
27,03,7800007124326,1,"420,1680672"
27,03,7800007771353,1,"840,3361345"
27,03,7800063001654,1,"1084,033613"
27,03,7800060110496,1,"4193,277311"
27,03,7800007124326,1,"420,1680672"
27,03,7800007124326,1,"420,1680672"
27,08,7800018110196,1,"2512,605042"
27,08,7804676070021,1,"1672,268908"
27,03,7800046004733,1,"2344,537815"
27,03,7800046004733,1,"2344,537815"
27,03,7800018132242,1,"1344,537815"
27,03,7800018132242,1,"1344,537815"
27,03,7800028000357,1,"1336,134454"
27,09,7800007120847,1,"840,3361345"
27,03,7800018110196,1,"2512,605042"
27,08,7806130200692,1,"378,1512605"
27,08,17800062003960,1,"1168,067227"
27,08,7804641460048,1,"1168,067227"
27,09,7804620834020,1,"1672,268908"
27,09,7800007803887,1,"2176,470588"
27,09,7805633015840,1,"1386,554622"
27,07,7804629440000,1,"2344,537815"
27,08,7800007119322,3,"831,9327731"
27,08,7800007119407,3,"579,8319328"
27,08,50190256,1,"840,3361345"
27,08,7800063120263,1,"1084,033613"
27,09,7800063110387,1,"1672,268908"
27,09,7800018156477,1,"840,3361345"
27,09,7800007409249,1,"1084,033613"
27,03,7804620834570,1,"840,3361345"
27,09,7801000001331,1,"831,9327731"
27,08,7800004303434,2,"10915,96639"
27,08,7800063111513,1,"1252,10084"
27,08,7800007129475,1,1000
27,08,7800007119407,1,"579,8319328"
27,09,7800007771278,1,"663,8655462"
27,09,7800007771278,1,"663,8655462"
27,03,7793640211464,1,"840,3361345"
27,09,000002901107,1,"2512,605042"
27,09,5000158103689,1,"3352,941176"
27,09,7800063330068,1,"3352,941176"
27,09,7804650884392,1,"3352,941176"
27,08,8033087660180,1,"11756,30252"
27,09,7800007118783,1,"420,1680672"
27,09,7801620005191,1,"1260,504202"
27,13,7804651931927,1,"2512,605042"
27,03,7800060009738,1,"4193,277311"
27,08,7804650885238,1,"5033,613445"
27,08,7804923604627,1,"1252,10084"
27,03,7800007409911,1,"2512,605042"
27,03,7800007711458,1,"2260,504202"
27,08,7804647000002,1,"840,3361345"
27,09,7800050002602,1,"3184,87395"
27,11,7805633015840,1,"3352,941176"
27,11,7800060111264,1,"11756,30252"
27,11,7800004399567,1,"420,1680672"
27,11,7800004399567,1,"420,1680672"
27,11,7800004399536,1,"420,1680672"
27,11,7800004399536,1,"420,1680672"
27,09,7804651931934,1,"2512,605042"
27,09,7804651931934,1,"2512,605042"
27,11,7800023226479,1,"5453,781513"
27,11,7800004399567,3,"420,1680672"
27,11,7800004399536,3,"420,1680672"
27,11,7800004003297,1,"420,1680672"
27,11,7800004003297,1,"420,1680672"
27,09,7800007141927,1,"2092,436975"
27,11,7804620833535,1,"6714,285714"
27,11,7800060005723,1,"2092,436975"
27,11,7800044000690,1,"831,9327731"
27,09,7800004399567,2,"420,1680672"
27,09,7800004399536,2,"420,1680672"
27,11,7800007129475,1,1000
27,11,7804651931910,1,"2512,605042"
27,09,7702018874781,1,"3352,941176"
27,09,3337875597210,1,"8394,957983"
27,09,7800060110496,1,"4193,277311"
27,09,7501303443301,1,"10915,96639"
27,09,7804902042341,1,"2512,605042"
27,11,7800004399567,1,"420,1680672"
27,11,7800004399536,1,"420,1680672"
27,09,7804650881810,1,"10495,79832"
27,09,7800004399567,1,"420,1680672"
27,09,7800004399536,1,"420,1680672"
27,11,7809591401936,1,"8394,957983"
27,11,7800004002160,1,"2092,436975"
27,09,7800063330129,1,"3352,941176"
27,09,7800063330129,1,"3352,941176"
27,11,7800007771353,1,"840,3361345"
27,11,7800004002160,1,"2092,436975"
27,09,7800007176394,1,"1344,537815"
27,11,7800028210602,1,"3352,941176"
27,09,7800007804327,1,"1672,268908"
27,11,7800004399536,1,"420,1680672"
27,11,7800004399567,1,"420,1680672"
27,09,7800068011474,1,"2176,470588"
27,11,7800018156477,1,"840,3361345"
27,11,7800007129475,1,1000
27,09,7800007806642,1,"3016,806723"
27,09,7800007808264,1,"4193,277311"
27,09,7800063000831,1,"1672,268908"
27,11,7795373019768,1,"26042,01681"
27,09,4005808736072,1,"6714,285714"
27,09,7800007679703,1,"1672,268908"
27,09,7800060110496,1,"4193,277311"
27,09,7800063310862,1,"1420,168067"
27,09,7800007711458,1,"2260,504202"
27,03,7800044000676,1,"831,9327731"
27,03,7800008020023,1,"2176,470588"
27,08,7800004399567,3,"420,1680672"
27,08,7790250096061,1,"1420,168067"
27,08,5290931004344,1,"3605,042017"
27,09,7800018110493,1,"6714,285714"
27,03,7804614931728,1,"7386,554622"
27,09,7501124183363,1,"6714,285714"
27,09,7501298222615,1,"7974,789916"
27,09,4005800137549,1,"5873,94958"
27,09,7800004004386,1,"1504,201681"
27,09,7800007698414,1,"840,3361345"
27,09,7800007124326,1,"420,1680672"
27,09,7800007124326,1,"420,1680672"
27,03,7800046004870,1,"2092,436975"
27,08,7800063120188,1,"1672,268908"
27,08,7800063120188,1,"1672,268908"
27,09,7806500960911,1,"1252,10084"
27,03,7806130200692,6,"378,1512605"
27,03,7794640171758,1,"11756,30252"
27,09,7501058644091,1,"13436,97479"
27,09,7804614931193,1,"2512,605042"
27,09,7804614931605,1,"1084,033613"
27,09,7801620005191,1,"1260,504202"
27,03,7795380002388,1,"7554,621849"
27,09,7800004003297,3,"420,1680672"
27,09,7800004003266,3,"420,1680672"
27,09,7809584200041,1,"252,1008403"
27,08,300653145333,1,"7554,621849"
27,03,7804650880936,1,"1672,268908"
27,03,7800050003081,1,"4193,277311"
27,03,7804620833467,1,"1336,134454"
27,03,7800007124326,1,"420,1680672"
27,03,7800007698414,1,"840,3361345"
27,08,7800007339799,1,"20159,66387"
27,08,7800059002511,1,"15117,64706"
27,08,7702018913664,1,"2764,705882"
27,08,7861148021332,1,"6294,117647"
27,08,7804918501016,1,"9235,294118"
27,08,7730698129013,1,"10915,96639"
27,08,7800004399536,4,"420,1680672"
27,08,7806130200692,5,"378,1512605"
27,09,7800060130807,1,"9235,294118"
27,09,7750307001172,1,"1840,336134"
27,09,7806130200531,1,"294,1176471"
27,08,7800008000834,1,"8394,957983"
27,09,4051892002296,1,"12596,63866"
27,09,7800007319845,1,"6714,285714"
27,03,7800068010118,1,"2092,436975"
27,03,7800068030130,1,"1672,268908"
27,03,3337872412998,1,"5873,94958"
27,09,7804647000309,1,"3352,941176"
27,09,4005900528223,1,"3352,941176"
27,09,7800060110496,1,"4193,277311"
27,09,7501072325273,1,"3857,142857"
27,09,8906031058695,1,"10915,96639"
27,04,650240033865,2,"6714,285714"
27,09,7800063311272,1,"831,9327731"
27,09,7800046001299,1,"2092,436975"
27,03,7804918500088,1,"3773,109244"
27,08,7800007747211,1,"6714,285714"
27,09,7703281002185,1,"20159,66387"
27,09,8429420135444,1,"4361,344538"
27,13,7800060110496,1,"4193,277311"
27,13,7800007409249,1,"1084,033613"
27,09,7800004399536,2,"420,1680672"
27,11,7794640171741,1,"7974,789916"
27,07,7800028001842,1,"9235,294118"
27,07,7800026256473,1,"5873,94958"
27,02,7800046001848,1,"4193,277311"
27,07,7809604505026,1,"1672,268908"
27,07,7806130200692,3,"378,1512605"
27,11,7804620833535,1,"6714,285714"
27,07,7800060110496,1,"4193,277311"
27,11,7800004003297,1,"420,1680672"
27,11,7509546065823,1,"3352,941176"
27,11,7791293020099,1,"831,9327731"
27,11,7791293020099,1,"831,9327731"
27,11,7702018880409,1,"840,3361345"
27,04,7800018132242,1,"1344,537815"
27,04,7800007129390,1,"840,3361345"
27,02,7702027435508,1,"1924,369748"
27,11,3664798040579,1,"4025,210084"
27,04,7800063001661,1,"1252,10084"
27,04,7800063001661,1,"1252,10084"
27,02,7800060009738,1,"4193,277311"
27,02,7800007711458,1,"2260,504202"
27,11,7801000001744,1,"2521,008403"
27,09,7800004001255,1,"2176,470588"
27,09,7800004001255,1,"2176,470588"
27,04,7800004002160,1,"2092,436975"
27,04,7800007711458,1,"2260,504202"
27,04,9300000000309,1,"1672,268908"
27,09,7800063311272,1,"831,9327731"
27,09,7800018156477,1,"840,3361345"
27,11,7800063310862,1,"1420,168067"
27,11,7800004003297,1,"420,1680672"
27,11,7800004003266,1,"420,1680672"
27,02,7800018132242,1,"1344,537815"
27,02,7804650880929,1,"831,9327731"
27,02,7804650880929,1,"831,9327731"
27,02,7800041047605,1,"2092,436975"
27,07,7501298222691,1,"9235,294118"
27,07,7730969300332,1,"2932,773109"
27,07,7804614931643,1,"1420,168067"
27,11,7804918450246,1,"2260,504202"
27,07,7804650884286,1,"2260,504202"
27,07,7800046004269,1,"5033,613445"
27,04,7800007124326,1,"420,1680672"
27,04,7800007124326,1,"420,1680672"
27,04,7800007711458,1,"2260,504202"
27,04,7800004399536,1,"420,1680672"
27,04,7800004399536,1,"420,1680672"
27,04,7800004399567,1,"420,1680672"
27,04,7800004399567,1,"420,1680672"
27,02,7800007679895,1,"1084,033613"
27,11,7802820441000,1,"630,2521008"
27,11,7800063310862,1,"1420,168067"
27,11,7800004399567,1,"420,1680672"
27,11,7800004399567,1,"420,1680672"
27,11,7800004003297,1,"420,1680672"
27,11,7800004003297,1,"420,1680672"
27,11,7805633013891,1,"831,9327731"
27,02,7800007142658,1,"1084,033613"
27,02,7800007409911,1,"2512,605042"
27,09,7804651290130,1,"10075,63025"
27,09,7800020021015,1,"5033,613445"
27,04,4027269969899,1,"8394,957983"
27,11,7800007668349,4,"831,9327731"
27,11,7800068010019,1,"5033,613445"
27,02,7800034518204,1,"10915,96639"
27,07,7800007118783,3,"420,1680672"
27,09,7800056000596,1,"6714,285714"
27,09,7804918500569,1,"3773,109244"
27,04,7800007649126,1,"831,9327731"
27,04,7800007771278,1,"663,8655462"
27,04,7800007409249,1,"1084,033613"
27,04,7804918404096,1,"1672,268908"
27,02,7800007808790,1,"2512,605042"
27,02,7896009490675,1,"5033,613445"
27,11,7804614931643,1,"1420,168067"
27,07,7800004399567,2,"420,1680672"
27,11,7730698014852,1,"4613,445378"
27,11,7800026005392,1,"19319,32773"
27,04,7804614931605,1,"1084,033613"
27,09,7800004001637,1,"1672,268908"
27,04,7501298222622,1,"6714,285714"
27,04,7800063330068,1,"3352,941176"
27,04,7800050000967,1,"3184,87395"
27,11,7800018100593,1,"3352,941176"
27,11,7800004004232,1,"2512,605042"
27,11,7800007124326,1,"420,1680672"
27,11,7800007124326,1,"420,1680672"
27,02,7800004399567,5,"420,1680672"
27,02,7800004399536,5,"420,1680672"
27,02,7800007173881,1,"831,9327731"
27,02,7800007173881,1,"831,9327731"
27,07,7804945017467,1,"3100,840336"
27,09,7800028000357,1,"1336,134454"
27,09,7800063311272,1,"831,9327731"
27,09,7800007771353,1,"840,3361345"
27,09,7803319005635,1,"1672,268908"
27,11,7806130200692,2,"378,1512605"
27,09,8886451001375,1,"19319,32773"
27,02,7800004399567,3,"420,1680672"
27,02,7800060009684,1,"3941,176471"
27,07,7800063330341,1,"5873,94958"
27,07,7800007124326,1,"420,1680672"
27,07,7800007124326,1,"420,1680672"
27,07,7800007141927,1,"2092,436975"
27,02,3664798040579,1,"4025,210084"
27,07,7800050300906,1,"7554,621849"
27,07,7800034507598,1,"1084,033613"
27,07,7793640992523,1,"5033,613445"
27,09,7800004003037,1,"3352,941176"
27,07,7804650885245,1,"1084,033613"
27,11,7800068010873,1,"13436,97479"
27,11,7800008020191,1,"3352,941176"
27,09,7800007802712,1,"2058,823529"
27,11,7803504404113,1,"2512,605042"
27,11,7800007479297,1,"7554,621849"
